image_id,bug_ratio,area,perimeter,eccentricity,solidity,extent,aspect_ratio,horizontal_symmetry,r_min,g_min,b_min,r_max,g_max,b_max,r_mean,g_mean,b_mean,r_median,g_median,b_median,r_std,g_std,b_std,texture_entropy,texture_energy,hu_moment1,hu_moment2,hu_moment3,hu_moment4,bug_type,species
1,0.007428041666666667,178273.0,7698.5469657933345,0.39201938867376995,0.6475896064834155,0.5070104887149618,1.0870073807834246,0.9948370833333333,5,3,0,208,199,194,68.08737722481811,54.88127759111026,39.89452132403673,56.0,37.0,24.0,47.95754115777563,45.31403003463515,36.24102145315861,4.049673078058343,0.08638699524585525,3.095120472105999,8.349625080004987,10.582748845242909,12.181193683388903,Bee,Apis mellifera
2,0.008553,205272.0,8063.877051683245,0.5959041967655172,0.5654003790048918,0.43226078167115906,1.2452438960082153,0.9928696666666667,2,2,0,248,251,244,63.78890447796095,52.079021980591605,35.73309559998441,55.0,34.0,19.0,42.15585017627478,42.86709189622376,34.61135789218259,4.0048106117956745,0.09114622670874489,3.0352923798480567,7.402157028083198,9.627175557409922,10.843577847776194,Bee,Apis mellifera
3,0.022093125,530235.0,10805.044619945142,0.24029482483220124,0.6264117552548012,0.4483182832792208,1.0301844537604006,0.9649874166666667,3,0,0,255,255,255,107.17657265174876,87.79425537733269,63.38302450800117,114.0,86.0,52.0,58.774718982843446,60.06053631218215,54.819146802685026,3.9486272224272954,0.11892986257149085,3.089764695002198,9.233165735045395,9.753481944993826,11.362147413445909,Bee,Apis mellifera
4,0.013187375,316497.0,10639.889424460815,0.7354337127760936,0.6075544788611269,0.4277171445251687,1.475804171922934,0.9737689166666667,5,3,0,219,213,201,87.58926308938157,71.03138734332396,50.43194090307333,88.0,61.0,36.0,46.32786799620614,46.085935730542666,37.4392580753931,3.9647261548025123,0.10773669823748915,3.0730262607901966,7.008070675888,11.018505284287997,11.726841345619802,Bee,Apis mellifera
5,0.009164625,219951.0,7263.765040394065,0.6505991203519663,0.5664591762363794,0.39639381487889275,1.3167920574537164,0.98839775,6,0,0,255,250,245,123.17631199676292,100.89888202372346,80.94592431950753,134.0,91.0,63.0,62.3605690469396,63.02859732025749,60.62311416974951,3.9871333479205697,0.11161929113468898,3.0064808058219668,7.155217309830782,9.49378886980483,10.347935849429767,Bee,Apis mellifera
6,0.005916833333333333,142004.0,5171.953677743272,0.7644701399288016,0.636232890521741,0.4402405753968254,1.5512073589138056,0.9882288333333333,7,4,0,201,199,204,100.47607109658883,84.38356666009408,68.36383482155432,109.0,78.0,55.0,49.63694773214649,51.367677356763174,48.98538843922915,3.8929919122715924,0.10836276949811773,3.050311200514545,6.869052447307891,9.73931446313576,10.638973685558664,Bee,Apis mellifera
7,0.00565875,135810.0,5167.368070774395,0.9001156837510129,0.7100619559250255,0.4792301829268293,2.2954155962913787,0.9886825,12,9,4,238,234,223,91.5809218761505,72.75261762756793,51.00170090567705,87.0,70.0,42.0,41.3798947121627,36.76232253216816,34.73215431428312,3.96719542674449,0.10250586584586707,3.0268975598659997,6.387543714511021,11.240734917052018,11.891150462665653,Bee,Apis mellifera
8,0.007454083333333333,178898.0,6309.60879888921,0.875602003097967,0.5644823364592142,0.3079181813174708,2.070250806162915,0.9850918333333334,4,4,3,168,171,183,55.60474683898087,43.24079084170868,36.92636027233396,47.0,31.0,24.0,35.66898938595674,35.566327740975424,37.3398528138218,3.954754010493489,0.08891508011588334,2.9890777358344622,6.391080831817371,10.198473637064588,10.871418305253272,Bee,Apis mellifera
9,0.0071994166666666665,172786.0,6405.122471494446,0.5133158962568953,0.6831565338067317,0.42731580405191516,1.1652299056803304,0.9892101666666666,6,3,0,255,255,255,87.62072737374555,71.39099232576713,68.24664035280637,93.0,64.0,57.0,52.74005903567601,51.89210953982982,54.63990285524562,3.9526204977085655,0.11907104606090776,3.019785235247111,7.677384588001113,9.175043355367231,11.024976330454987,Bee,Apis mellifera
10,0.015783458333333333,378803.0,7784.31233433293,0.4728183257970289,0.6812648261151847,0.5351534245027125,1.1348677583333373,0.9784764166666666,4,0,0,255,255,255,82.97766913144827,63.632487071116124,60.438504974881404,80.0,48.0,45.0,52.424779396781545,48.94079758897137,50.830507042841006,3.800671379422753,0.14777660068233578,3.0787400963489264,7.957805460544008,9.85392966010744,12.570957594152906,Bee,Apis mellifera
11,0.013630916666666666,327142.0,6470.800574299998,0.6147137961235128,0.7530043802609743,0.579545776643991,1.2678284494304022,0.9783186666666667,12,2,0,255,247,255,120.44554963899469,89.04920798919123,82.29893746446497,124.0,90.0,80.0,45.79972471227282,42.449221720801674,46.71004563529148,3.863872346830399,0.1419632741735786,3.108495615481594,7.482469069095876,10.226129011657736,12.224638879476931,Bee,Apis mellifera
12,0.018040083333333335,432962.0,7596.713308565956,0.3612630989996218,0.7073340478088691,0.5396913641802952,1.072427546107915,0.980138,10,0,0,235,195,255,109.41938784466073,75.59611236090004,82.70317025512631,108.0,72.0,73.0,44.65342428983784,37.59253133638541,51.202297019392155,3.931316447131339,0.11544720345121799,3.0652199040822286,8.442591211665015,9.840086308049383,10.887056478765954,Bee,Apis mellifera
