image_id,bug_ratio,max_inscribed_radius,symmetry_score,symmetry_angle,area,perimeter,eccentricity,solidity,extent,aspect_ratio,horizontal_symmetry,r_min,g_min,b_min,r_max,g_max,b_max,r_mean,g_mean,b_mean,r_median,g_median,b_median,r_std,g_std,b_std,texture_entropy,texture_energy,hu_moment1,hu_moment2,hu_moment3,hu_moment4,bug_type,species
1,1.303783837911432,0.8175375149088521,0.28190640319958515,-1.8797616706427012,0.012943787401516601,1.6107377235539586,0.37776947609345435,1.065297781827875,1.303783837911432,0.6896257746357495,1.091311657078927,0.5581619060970798,1.2983641050322134,-0.2232064998679156,0.8637602580459046,0.8257570572380951,0.7454044723363974,0.47347613822316614,0.4783548749203237,0.22403690947822047,0.2750282246203916,0.12032733934721174,-0.07197726479538759,0.9907388963931395,1.0560831815019054,0.6366202512089307,1.245733947699386,0.5647346781706349,1.2897245966115916,1.9251710315457486,1.5560341143311107,1.6341162148669561,Bee,Apis mellifera
2,0.9902585282638414,0.5972347900788326,-0.36716590009941447,-1.8797616706427012,0.12212380504717067,1.7248534376059832,0.9903867586047462,0.8257245427356255,0.9902585282638414,0.9065183392036216,0.7966085267033413,-0.10421377360673324,0.7509930658112128,-0.2232064998679156,1.1913765137052654,1.2601549912011591,1.1638391582999015,0.3924257859943913,0.4129864635586037,0.11909657673276655,0.25622159000466466,0.049933030056721256,-0.20686719132347534,0.7700255720652622,0.9538222200470244,0.5701756296004752,1.2218588534897132,0.6419533135676424,1.1051519176082496,1.1960881347674515,0.8837860669847797,0.9713018160083067,Bee,Apis mellifera
3,1.0587105188785597,1.426396932484322,1.0029632385822955,1.0593998461911123,1.4381644050001268,2.590528446456646,-0.08110297808412988,1.0073172738108949,1.0587105188785597,0.6110913240221482,0.7801130249377644,0.1165781196278711,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.206428950572954,1.2388389083208198,0.8134467696084441,1.3658130323325572,1.2701010577585563,0.6834063237619037,1.4017745043008867,1.6689994088143023,1.3831453094909767,1.19312474483201,1.086130379481989,1.2735564347392292,2.6089500951638214,0.9726753862889238,1.2276361721795714,Bee,Apis mellifera
4,0.9716218997086181,0.5338646498334503,0.14621372375949077,0.07967954206238483,0.5724149368386815,2.5251491482897808,1.4129062052190466,0.952996912768828,0.9716218997086181,1.2247330197874493,1.23860766809048,0.5581619060970798,1.2983641050322134,-0.2232064998679156,0.9538547283522288,0.9427103471512277,0.8110412858208687,0.8388841778685389,0.8511454879654071,0.48789446504490247,0.8768405323236556,0.6834818136711357,0.251758558872023,0.9290831687896903,1.0884533578900764,0.6843048706588345,1.2013845079556373,0.907179439800558,1.2219075677383056,0.8903349346468034,1.8633506658181096,1.4108978706832531,Bee,Apis mellifera
5,0.8408229637278322,0.3486179610381419,6.371839713857803,2.0391203518023833,0.18200899815248936,1.5066204124377496,1.157022237665747,0.8307909357651528,0.8408229637278322,1.0058892651756055,0.2849319607310006,0.7789537993316842,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2518011847787924,1.1720437599854603,1.5060141363779458,1.5411428074829032,1.2533310706537941,1.7419457246470973,1.3874249065760405,0.9801641621236967,1.5375088368996566,1.7919540072435558,1.6156362895305791,1.213155278091323,0.9690287483508732,1.0156716609148537,1.0036357266152298,0.7894116103467892,0.7266020984594916,Bee,Apis mellifera
6,1.0234921280996028,0.16933760659670194,-0.14689193797902314,2.0391203518023833,-0.13391607312314505,0.8276475539877164,1.50070483525122,1.0349723802704036,1.0234921280996028,1.3287586803033904,0.9044584132655425,0.9997456925662886,1.8457351442532142,-0.2232064998679156,0.8064274133055165,0.8257570572380951,0.8356550908775453,1.08011570992756,1.1590586878065507,0.9371255256206751,1.2717798592539222,1.0823828996505818,0.7643402796787564,1.0550168460736125,1.3079544001859718,1.147994950273216,1.1653822564729324,0.9169221343596825,1.1500776459550373,0.7819609854052836,0.960420490109821,0.8675341502498612,Bee,Apis mellifera
7,1.1868537479738497,0.6415154563374155,0.06627403107113462,-0.9000411650314302,-0.1589927699317021,0.8280206763655896,1.910515910167109,1.26194537914007,1.1868537479738497,2.355523158637306,0.664698089625029,1.882913265504706,4.582590340358218,2.1768633911849404,1.1094724497904251,1.1181402820209267,0.9915425229031645,0.9142691835791392,0.891059209241772,0.5026839544877191,0.8580338977079285,0.8946647415426071,0.4136264707057282,0.7410567070193893,0.700905212317477,0.5746890661386778,1.2027273463588513,0.824915239518892,1.0793974180624744,0.41036855508745024,2.025208831644296,1.4949041753679526,Bee,Apis mellifera
8,0.5559608214767835,0.32759345085341446,-0.0916981177910303,1.0593998461911123,0.013061233171453319,1.1136812131772722,1.8318722824563896,0.8856841552526983,0.5559608214767835,2.028578680742447,0.39581310287840854,0.3373700128624755,1.8457351442532142,1.5768459184217265,0.5361440023865439,0.5918504774118298,0.6633584554808084,0.2373244886311816,0.20581499056120198,0.14374507129229555,0.08696187846312167,-0.020461279233769232,-0.07197726479538759,0.5197383710450391,0.6444601666621336,0.6701145091685284,1.1964209882108072,0.6036197930631971,0.9704038095201967,0.42089178580584696,1.2839648038116875,0.9759979468010245,Bee,Apis mellifera
9,0.9696807492023586,-0.3290312013238277,-0.4150163338078714,-1.8797616706427012,-0.009249413262387264,1.2166256485002078,0.7433338787021506,1.1778417415820046,0.9696807492023586,0.7973572606152834,1.8065370910729899,0.7789537993316842,1.2983641050322134,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2458851751554905,0.8397572358304735,0.8599477107181346,0.934970030405761,0.9708737054022905,0.7538761229616261,0.8182962502899914,1.1730356963902273,1.3304341164375573,1.375518029818386,1.194939839956255,1.0897043250617804,1.0563586421222082,1.406267675362589,0.5648266394323345,1.062138594596417,Bee,Apis mellifera
10,1.4339996211827941,0.20770253514812917,-0.0991058936952512,2.0391203518023833,0.824862594390588,1.6397389358925034,0.6241918241496425,1.1706271916895277,1.4339996211827941,0.756471089523511,1.118933137371281,0.3373700128624755,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.7529404457410812,0.6809966848383695,0.7393516176463258,0.7263874553978396,0.37843980674567684,0.46758244131696336,1.1610369090902262,1.2076310814504,1.2225866212150591,1.1173028433595187,1.545534874263536,1.2393688164577377,1.6200489447869866,1.0433335254939426,1.8273843921600188,Bee,Apis mellifera
11,1.612930227303736,0.48703215041294373,0.6613362368267282,-0.9000411650314302,0.6161898101919911,1.255118824475117,1.0485442338099071,1.3776997804147504,1.612930227303736,0.9383474500866286,1.6567506865905008,2.1037051587393103,0.7509930658112128,-0.2232064998679156,1.2487093584456535,1.218385959089326,1.2540897768410493,1.455230274491621,1.2680978031210133,1.287917183139633,1.5538793784898273,1.3639601368125436,1.438789912319195,0.9099068782095101,0.93819578692171,1.0572309606200854,1.1495000728636546,1.453963677467661,1.3314629581140318,1.25691468054716,1.3055877847840778,1.6565513738374429,Bee,Apis mellifera
12,1.4423339958080426,-0.08454756507432018,0.2520093629857135,0.07967752056706173,1.0446360287752725,1.608672085316733,0.2836325670107342,1.2417646796311996,1.4423339958080426,0.6692411240411462,1.0567639895991572,1.6621213722701016,-0.34374901263078844,-0.2232064998679156,1.084901230615973,0.7923418315486286,1.2540897768410493,1.2486792915533582,0.9576071535244393,1.2979503742975866,1.2529732246381953,0.9415942810696007,1.2499440151798722,0.8659210028265696,0.7366191972399494,1.237444582708745,1.1840988628256723,1.0303827895496132,1.1975251069032,1.9987221273039377,1.0334130633148206,0.9934547180099355,Bee,Apis mellifera
13,1.4456706913434374,1.2211647610523597,0.45855798212392246,-0.24575046280868001,0.8773325045733504,2.2219827751907557,1.89749559391375,1.0398001792750458,1.4456706913434374,2.292809570798141,1.576203974726575,0.5581619060970798,1.2983641050322134,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.1641651097592771,1.0209697980971442,0.5427148425418449,1.1025201477123794,0.918129511306104,0.4406044560113458,0.9909499079277212,0.9555035315490984,0.7697807449774842,1.2358011043281343,0.6525342157875295,1.025709472686781,0.39432927203962403,1.1530871893623955,0.8144175632011711,Bee,Apis mellifera
14,1.1849115985785583,0.006921606319904321,0.5584758404526761,2.0391203518023833,0.3601337326051324,1.0691892088676755,0.9078716465928424,1.3046985803075233,1.1849115985785583,0.865776775035388,1.7760413330125233,1.6621213722701016,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2100321526669595,1.2540897768410493,1.7685914266343838,1.689259351402217,1.7205398675352206,1.7795589938785512,1.6690021437380025,1.7355477506809878,1.1469546039954674,1.2052051493503988,1.2487815229007349,1.1871257461576483,1.196470166203848,1.27317104541102,1.35605519692616,1.0143637563895,1.6004618095993077,Bee,Apis mellifera
15,0.7133242506048153,0.7148547621579239,0.7678341676542842,1.059399980762826,0.8417747852614752,3.386565031680986,1.003651347674796,0.6581199178863172,0.7133242506048153,0.9135367584568027,0.357002971454807,1.4413294790354974,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2852164104682589,1.2540897768410493,1.5143466529530825,1.40298552325044,1.2496985173529,1.5726860131055542,1.5516782949205183,1.49274588293043,1.1148086468248508,1.0574719045002605,0.8487946945330244,1.1769359000439799,1.3169554902287723,1.0391988460796246,1.1510907161165047,1.6071048696344463,1.0809112459751569,Bee,Apis mellifera
16,0.6342360889619876,0.6661204240615489,-0.29679667114232894,-1.8797616706427012,0.9244890061300104,2.2979439110470774,1.7277260571925916,0.7310622075241044,0.6342360889619876,1.728376786285405,0.6145651340460836,2.3244970519739145,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.2058388262532422,1.2212752569440462,0.9021817506867851,1.1025201477123794,1.2231715182315628,0.9531861768180792,0.9447149135784969,0.8691701946934897,0.5705411294213765,1.1901762664027087,1.1878994746155418,0.7904148605916717,0.41633177152614986,0.6763146765723486,0.47069065499685786,Bee,Apis mellifera
17,0.6325544363577112,0.8153483498320981,1.8211183903845023,-0.9000411650314302,0.728597561583837,1.7460286891384442,0.5226163809787816,0.8176204431726956,0.6325544363577112,0.7263111756271218,1.1714456833477023,0.1165781196278711,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.4997875704784045,1.674962348981546,1.0980724183258948,1.4222329361797383,1.8332555320824804,1.0610981180405494,1.0113588845442119,1.1403642052854785,0.9632579802361649,1.0763886921637427,1.870678217976932,1.1747156530919118,1.698101914413508,1.0866680381121114,1.349323134325022,Bee,Apis mellifera
18,0.4309397398379165,1.6867021645375213,1.4933502155794955,-0.9000411650314302,0.6256745685779149,1.763531062772822,0.5238133761692921,0.6180624994588179,0.4309397398379165,0.7266439362480317,0.6633877280170626,3.207664624912332,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.765409070443801,1.8178830930880483,1.6331448251846785,1.7231390900313701,1.8332555320824804,1.6546137947641353,1.0642057065317851,1.1657225603231172,1.1416761584199986,1.150006831884906,1.461109301268358,0.9505603311568918,1.5846787638367856,0.46910802471307655,0.47693265773491383,Bee,Apis mellifera
19,1.155593069644969,0.963384138177261,0.3675660639922314,-1.8797616706427012,0.4934711301705285,1.8434210070536992,1.0991397835442855,1.279773005291013,1.155593069644969,0.96842052070595,1.1800145535838382,0.9997456925662886,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.215886593487946,1.2526810609866206,0.8770972833618411,1.2341665900224683,1.5047487553935246,0.9801641621236967,0.5994975145569194,0.76936313879689,0.5188975510363506,1.0467529464904854,2.0201661781925173,1.213392422669704,1.1530546394503967,0.9631244137503397,0.934757007966908,Bee,Apis mellifera
20,0.924398028490323,1.140348104365147,1.073693901243027,-1.8797616706427012,1.1709590789775515,1.278276712504624,1.2580019127961442,1.026022497469473,0.924398028490323,1.0804660756086122,-0.1305888980411607,1.4413294790354974,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.9165996970996593,0.7890913623468309,0.7429094779983915,0.8768405323236556,0.6834818136711357,0.6024723678450511,1.265340671413511,1.144006669044794,1.025707600223485,1.1270837278749837,1.6159182145642357,1.1138222247049319,0.9661119083375249,0.8987091647729653,0.9310403490915421,Bee,Apis mellifera
21,0.8076228972485278,0.232990587454523,0.9633639684286385,-0.9000411650314302,0.8501336841976609,3.4730821420429265,1.6450203797238143,0.8151438228772602,0.8076228972485278,1.5536460386176694,0.4019134211759559,2.5452889452085192,1.2983641050322134,-0.2232064998679156,1.084901230615973,0.892587508617028,1.2540897768410493,1.5044826130621212,1.56189233386471,1.7365019767252858,1.4598462054111923,1.6924669135014994,1.8974156625146932,0.7341479787646903,0.7506825696338802,1.0114333473729678,1.1747633661968666,1.3107611319890233,0.8809144386523703,0.5291890007925503,2.1351884940912678,1.5601718412226109,Bee,Apis mellifera
22,0.9664590251866091,0.5207647243925583,1.8671269677566777,0.07967994845504044,0.6309150798295741,1.977671931164979,0.6247215093280297,0.9236062258524692,0.9664590251866091,0.7566390476101512,1.207149176851246,1.4413294790354974,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.9350676113621441,1.655380273924817,1.8281629768848084,2.268531493887453,1.856720301845977,1.951371633125928,1.7692725529819038,1.6403378235537005,1.8591320663777406,1.192072172523708,1.1513851438500542,1.1906173184666298,1.5951118252665362,0.994767003934396,1.01517637546056,Bee,Apis mellifera
23,0.9496626987197619,0.6490169406917381,1.4469308334154942,0.07967994388134444,0.9210992782183886,2.5183872541008596,1.9937041458935607,1.2264961490470214,0.9496626987197619,2.883718541513691,0.46151857429784277,0.3373700128624755,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.3758519232873725,1.4882504160990664,1.2673467626708577,1.4598462054111923,1.6690021437380025,1.3578559564023425,0.9433373715476594,1.137144126397481,1.0112708920926121,1.148436203974694,1.3786404513436452,0.8077263934262184,0.20499016925753882,0.9111233758645858,0.891410758693043,Bee,Apis mellifera
24,1.373687305327102,0.6324901490779602,0.3047045152140302,0.07967954204073048,1.478189113423733,2.0078299499745285,0.42904216704969245,1.1649906776702241,1.373687305327102,0.701831164550775,1.3174983297543694,-0.5457975600759419,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,0.6477424587832971,0.40421119059858196,0.48209053908818816,0.6323542823192045,0.2845807276916896,0.30571452948325806,0.846244524013117,0.6145771318306978,0.7704166620668867,1.264541965281162,0.6138784841556225,1.180842342439505,1.8088706965879637,0.9797318574191576,1.2710861736245724,Bee,Megachile centuncularis
25,0.5926860461713865,1.465840715601833,1.2068587769122614,-1.8797616706427012,0.4069135977271677,2.0947689847784723,1.5159451181534649,0.5075597353999655,0.5926860461713865,1.348950986450236,1.2991147740882016,0.3373700128624755,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.0454253243298015,1.249226522320675,1.296863557408354,1.1589400515595605,1.4343544461030342,1.627635809458518,1.039274542555793,1.2149224427321352,1.1010592519247757,1.1892878624562435,1.104245960760689,0.9510211228713651,0.6699052038973128,0.9538970147360674,0.833583718964593,Bee,Apis mellifera
26,0.9491991868062575,0.06236841820375553,-0.3063265199378219,1.0593998461911123,0.8835895292130824,2.151765511910498,1.33672390630197,1.0095379065067802,0.9491991868062575,1.1485017335544982,0.6288861411711139,0.1165781196278711,0.7509930658112128,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.1187006364276388,1.1631575174427244,1.476443746694548,1.2905864938696492,1.2935658275220532,1.6006578241529004,1.69675953178198,1.5234528892246497,1.7891476010512997,1.2470059811126513,0.7657416238271214,1.021737965571844,0.8537081022968352,0.7852447597912402,0.7447085334395313,Bee,Andrenidae
27,1.754409040336188,-0.209615064729446,0.02275528312285448,-1.8797616706427012,-0.343022191714267,0.6873175106783149,1.5863262960616378,1.401136724497887,1.754409040336188,1.452248712588787,1.6514870990304882,1.4413294790354974,-0.34374901263078844,-0.2232064998679156,1.2487093584456535,1.2935702168906256,1.2540897768410493,1.2218853836444363,0.918011876339085,0.7275097213166496,1.2529732246381953,0.8711999717791102,0.6834063237619037,0.8731480985123632,0.8889147954668085,0.7971764668422767,1.1758109334813618,1.2719544541186059,1.2744163509912692,0.7739377111219489,1.2647709150608883,1.0708369797892656,Bee,Apis mellifera
